Strategy,PitLaps,RaceTime
HARD-MEDIUM-SOFT,"[20, 44]",5664.717927272729
SOFT-MEDIUM-HARD,"[13, 25]",5664.829454545453
MEDIUM-SOFT-HARD,"[12, 25]",5664.829454545454
MEDIUM-HARD-SOFT,"[12, 44]",5664.829454545455
SOFT-MEDIUM-HARD,"[11, 27]",5665.04226060606
SOFT-HARD-MEDIUM,"[11, 41]",5665.04226060606
MEDIUM-SOFT-HARD,"[16, 27]",5665.04226060606
HARD-SOFT,[10],5665.131751515152
MEDIUM-SOFT-HARD,"[22, 33]",5665.321078787877
SOFT-MEDIUM-HARD,"[11, 33]",5665.321078787877
SOFT-HARD-MEDIUM,"[11, 35]",5665.321078787878
HARD-SOFT-MEDIUM,"[24, 35]",5665.32107878788
SOFT-MEDIUM,[30],5665.361090909091
MEDIUM-SOFT,[27],5665.361090909092
SOFT-HARD,[19],5665.434236363636
HARD-SOFT,[38],5665.434236363637
SOFT-HARD-MEDIUM,"[14, 32]",5665.618115151515
SOFT-MEDIUM-HARD,"[14, 39]",5665.618115151515
HARD-MEDIUM-SOFT,"[18, 43]",5665.618115151516
HARD-SOFT-MEDIUM,"[18, 32]",5665.618115151517
MEDIUM-SOFT,[11],5665.786109090909
SOFT-MEDIUM-HARD,"[12, 25]",5666.013006060604
MEDIUM-SOFT-HARD,"[13, 25]",5666.013006060604
SOFT-HARD-MEDIUM,"[12, 44]",5666.013006060605
MEDIUM-SOFT-HARD,"[15, 26]",5666.101769696968
SOFT-MEDIUM-HARD,"[11, 26]",5666.101769696968
SOFT-HARD-MEDIUM,"[11, 42]",5666.10176969697
SOFT-MEDIUM-HARD,"[14, 24]",5666.17575151515
MEDIUM-SOFT-HARD,"[10, 24]",5666.17575151515
MEDIUM-HARD-SOFT,"[10, 43]",5666.175751515151
SOFT-MEDIUM-HARD,"[12, 36]",5666.217472727271
MEDIUM-SOFT-HARD,"[24, 36]",5666.217472727271
SOFT-HARD-MEDIUM,"[12, 33]",5666.217472727272
HARD-SOFT-MEDIUM,"[21, 33]",5666.217472727273
SOFT-HARD-MEDIUM,"[18, 31]",5666.300951515152
SOFT-MEDIUM-HARD,"[18, 44]",5666.300951515152
HARD-SOFT-MEDIUM,"[13, 31]",5666.3009515151525
HARD-MEDIUM-SOFT,"[13, 39]",5666.3009515151525
SOFT-MEDIUM-HARD,"[10, 29]",5666.359721212119
MEDIUM-SOFT-HARD,"[19, 29]",5666.359721212119
SOFT-HARD-MEDIUM,"[10, 38]",5666.359721212121
SOFT-HARD-MEDIUM,"[19, 31]",5666.411345454545
HARD-MEDIUM-SOFT,"[12, 38]",5666.411345454546
HARD-SOFT-MEDIUM,"[12, 31]",5666.411345454547
SOFT-HARD-MEDIUM,"[17, 31]",5666.415509090909
SOFT-MEDIUM-HARD,"[17, 43]",5666.415509090909
HARD-MEDIUM-SOFT,"[14, 40]",5666.41550909091
HARD-SOFT-MEDIUM,"[14, 31]",5666.415509090911
SOFT-MEDIUM-HARD,"[10, 30]",5666.434072727271
MEDIUM-SOFT-HARD,"[20, 30]",5666.434072727271
SOFT-HARD-MEDIUM,"[10, 37]",5666.434072727273
MEDIUM-SOFT-HARD,"[23, 34]",5666.473527272726
SOFT-MEDIUM-HARD,"[11, 34]",5666.473527272726
SOFT-HARD-MEDIUM,"[11, 34]",5666.473527272728
HARD-SOFT-MEDIUM,"[23, 34]",5666.4735272727285
SOFT-MEDIUM-HARD,"[10, 28]",5666.601363636362
MEDIUM-SOFT-HARD,"[18, 28]",5666.601363636362
SOFT-HARD-MEDIUM,"[10, 39]",5666.601363636363
SOFT-HARD-MEDIUM,"[20, 31]",5666.746690909091
HARD-MEDIUM-SOFT,"[11, 37]",5666.746690909091
HARD-SOFT-MEDIUM,"[11, 31]",5666.746690909092
SOFT-MEDIUM-HARD,"[16, 42]",5666.755018181818
SOFT-HARD-MEDIUM,"[16, 31]",5666.755018181818
HARD-MEDIUM-SOFT,"[15, 41]",5666.755018181819
HARD-SOFT-MEDIUM,"[15, 31]",5666.75501818182
SOFT-HARD-MEDIUM,"[13, 32]",5666.762593939393
SOFT-MEDIUM-HARD,"[13, 38]",5666.762593939393
HARD-SOFT-MEDIUM,"[19, 32]",5666.762593939395
HARD-MEDIUM-SOFT,"[19, 44]",5666.762593939395
SOFT-HARD-MEDIUM,"[10, 36]",5666.824418181817
MEDIUM-SOFT-HARD,"[21, 31]",5666.824418181817
SOFT-MEDIUM-HARD,"[10, 31]",5666.824418181817
SOFT-MEDIUM-HARD,"[13, 24]",5666.892709090908
MEDIUM-SOFT-HARD,"[11, 24]",5666.892709090908
MEDIUM-HARD-SOFT,"[11, 44]",5666.892709090909
SOFT-MEDIUM-HARD,"[10, 27]",5667.159
MEDIUM-SOFT-HARD,"[17, 27]",5667.159
SOFT-HARD-MEDIUM,"[10, 40]",5667.159000000001
SOFT-HARD-MEDIUM,"[21, 31]",5667.306987878787
HARD-MEDIUM-SOFT,"[10, 36]",5667.306987878788
HARD-SOFT-MEDIUM,"[10, 31]",5667.306987878789
SOFT-MEDIUM-HARD,"[15, 41]",5667.319478787878
HARD-SOFT-MEDIUM,"[16, 31]",5667.319478787879
SOFT-HARD-MEDIUM,"[15, 31]",5667.319478787879
HARD-MEDIUM-SOFT,"[16, 42]",5667.31947878788
MEDIUM-SOFT-HARD,"[14, 25]",5667.477272727271
SOFT-MEDIUM-HARD,"[11, 25]",5667.477272727271
SOFT-HARD-MEDIUM,"[11, 43]",5667.477272727273
MEDIUM-SOFT-HARD,"[22, 32]",5667.530757575756
SOFT-MEDIUM-HARD,"[10, 32]",5667.530757575756
SOFT-HARD-MEDIUM,"[10, 35]",5667.530757575757
SOFT-MEDIUM,[29],5667.720606060607
MEDIUM-SOFT,[28],5667.720606060608
SOFT-MEDIUM-HARD,"[12, 24]",5667.890381818181
MEDIUM-SOFT-HARD,"[12, 24]",5667.890381818182
MEDIUM-SOFT-HARD,"[24, 35]",5667.941969696969
SOFT-HARD-MEDIUM,"[11, 33]",5667.941969696969
SOFT-MEDIUM-HARD,"[11, 35]",5667.941969696969
HARD-SOFT-MEDIUM,"[22, 33]",5667.941969696971
SOFT-MEDIUM-HARD,"[10, 26]",5668.032630303029
MEDIUM-SOFT-HARD,"[16, 26]",5668.032630303029
SOFT-HARD-MEDIUM,"[10, 41]",5668.032630303031
SOFT-MEDIUM-HARD,"[14, 40]",5668.1088909090895
SOFT-HARD-MEDIUM,"[14, 31]",5668.108890909091
HARD-MEDIUM-SOFT,"[17, 43]",5668.108890909092
HARD-SOFT-MEDIUM,"[17, 31]",5668.108890909092
SOFT-MEDIUM-HARD,"[12, 37]",5668.132024242423
SOFT-HARD-MEDIUM,"[12, 32]",5668.1320242424235
HARD-SOFT-MEDIUM,"[20, 32]",5668.132024242425
MEDIUM-SOFT,[10],5668.198751515151
SOFT-MEDIUM-HARD,"[10, 33]",5668.553090909089
MEDIUM-SOFT-HARD,"[23, 33]",5668.553090909089
SOFT-HARD-MEDIUM,"[10, 34]",5668.553090909091
HARD-SOFT-MEDIUM,"[24, 34]",5668.553090909092
SOFT-HARD,[18],5668.706836363635
HARD-SOFT,[39],5668.706836363638
SOFT-MEDIUM-HARD,"[13, 39]",5669.123254545454
SOFT-HARD-MEDIUM,"[13, 31]",5669.123254545454
HARD-MEDIUM-SOFT,"[18, 44]",5669.123254545456
HARD-SOFT-MEDIUM,"[18, 31]",5669.123254545456
SOFT-MEDIUM-HARD,"[11, 24]",5669.168769696968
MEDIUM-SOFT-HARD,"[13, 24]",5669.168769696968
SOFT-HARD-MEDIUM,"[11, 44]",5669.16876969697
MEDIUM-SOFT-HARD,"[15, 25]",5669.222254545453
SOFT-MEDIUM-HARD,"[10, 25]",5669.222254545453
SOFT-HARD-MEDIUM,"[10, 42]",5669.222254545455
SOFT-MEDIUM-HARD,"[13, 23]",5669.271957575757
MEDIUM-HARD-SOFT,"[10, 44]",5669.271957575757
MEDIUM-SOFT-HARD,"[10, 23]",5669.271957575757
SOFT-HARD-MEDIUM,"[17, 30]",5669.612624242423
SOFT-MEDIUM-HARD,"[17, 44]",5669.612624242424
HARD-MEDIUM-SOFT,"[13, 40]",5669.612624242425
HARD-SOFT-MEDIUM,"[13, 30]",5669.612624242425
SOFT-HARD-MEDIUM,"[18, 30]",5669.6281818181815
HARD-SOFT-MEDIUM,"[12, 30]",5669.628181818182
HARD-MEDIUM-SOFT,"[12, 39]",5669.628181818182
SOFT-MEDIUM-HARD,"[11, 36]",5669.726406060605
SOFT-HARD-MEDIUM,"[11, 32]",5669.726406060606
HARD-SOFT-MEDIUM,"[21, 32]",5669.726406060607
SOFT-HARD-MEDIUM,"[16, 30]",5669.822018181818
SOFT-MEDIUM-HARD,"[16, 43]",5669.822018181818
HARD-MEDIUM-SOFT,"[14, 41]",5669.822018181819
HARD-SOFT-MEDIUM,"[14, 30]",5669.822018181819
SOFT-HARD-MEDIUM,"[19, 30]",5669.86869090909
HARD-MEDIUM-SOFT,"[11, 38]",5669.868690909091
HARD-SOFT-MEDIUM,"[11, 30]",5669.868690909092
MEDIUM-SOFT-HARD,"[24, 34]",5669.891418181816
SOFT-MEDIUM-HARD,"[10, 34]",5669.891418181816
SOFT-HARD-MEDIUM,"[10, 33]",5669.891418181818
HARD-SOFT-MEDIUM,"[23, 33]",5669.891418181819
SOFT-MEDIUM-HARD,"[12, 23]",5670.083751515151
MEDIUM-SOFT-HARD,"[11, 23]",5670.083751515151
SOFT-MEDIUM-HARD,"[15, 42]",5670.256363636363
SOFT-HARD-MEDIUM,"[15, 30]",5670.256363636363
HARD-SOFT-MEDIUM,"[15, 30]",5670.256363636364
HARD-MEDIUM-SOFT,"[15, 42]",5670.256363636365
HARD-MEDIUM-SOFT,"[10, 37]",5670.3341515151515
SOFT-HARD-MEDIUM,"[20, 30]",5670.3341515151515
HARD-SOFT-MEDIUM,"[10, 30]",5670.334151515152
MEDIUM-SOFT,[29],5670.360836363637
SOFT-MEDIUM,[28],5670.360836363637
SOFT-MEDIUM-HARD,"[12, 38]",5670.362569696968
SOFT-HARD-MEDIUM,"[12, 31]",5670.362569696969
HARD-SOFT-MEDIUM,"[19, 31]",5670.362569696971
MEDIUM-SOFT-HARD,"[14, 24]",5670.7278727272715
SOFT-MEDIUM-HARD,"[10, 24]",5670.7278727272715
SOFT-HARD-MEDIUM,"[10, 43]",5670.727872727273
SOFT-MEDIUM-HARD,"[14, 41]",5670.915660606059
SOFT-HARD-MEDIUM,"[14, 30]",5670.915660606061
HARD-SOFT-MEDIUM,"[16, 30]",5670.9156606060615
HARD-MEDIUM-SOFT,"[16, 43]",5670.9156606060615
SOFT-MEDIUM-HARD,"[11, 23]",5671.17626060606
MEDIUM-SOFT-HARD,"[12, 23]",5671.176260606061
SOFT-MEDIUM-HARD,"[10, 35]",5671.545739393939
SOFT-HARD-MEDIUM,"[10, 32]",5671.54573939394
HARD-SOFT-MEDIUM,"[22, 32]",5671.5457393939405
SOFT-MEDIUM-HARD,"[13, 40]",5671.799909090908
SOFT-HARD-MEDIUM,"[13, 30]",5671.799909090909
HARD-SOFT-MEDIUM,"[17, 30]",5671.79990909091
HARD-MEDIUM-SOFT,"[17, 44]",5671.799909090911
SOFT-MEDIUM-HARD,"[11, 37]",5671.826836363635
SOFT-HARD-MEDIUM,"[11, 31]",5671.826836363637
HARD-SOFT-MEDIUM,"[20, 31]",5671.826836363638
SOFT-HARD,[17],5672.204387878787
MEDIUM-SOFT-HARD,"[13, 23]",5672.549484848484
SOFT-MEDIUM-HARD,"[10, 23]",5672.549484848484
SOFT-HARD-MEDIUM,"[10, 44]",5672.549484848485
MEDIUM-SOFT-HARD,"[10, 22]",5672.593115151513
SOFT-MEDIUM-HARD,"[12, 22]",5672.593115151513
SOFT-MEDIUM-HARD,"[12, 39]",5672.909109090908
SOFT-HARD-MEDIUM,"[12, 30]",5672.909109090909
HARD-SOFT-MEDIUM,"[18, 30]",5672.9091090909105
SOFT-HARD-MEDIUM,"[17, 29]",5673.125733333333
HARD-MEDIUM-SOFT,"[12, 40]",5673.125733333334
HARD-SOFT-MEDIUM,"[12, 29]",5673.125733333334
SOFT-MEDIUM-HARD,"[16, 44]",5673.205012121212
SOFT-HARD-MEDIUM,"[16, 29]",5673.205012121212
HARD-MEDIUM-SOFT,"[13, 41]",5673.205012121213
HARD-SOFT-MEDIUM,"[13, 29]",5673.205012121213
SOFT-HARD-MEDIUM,"[18, 29]",5673.271406060606
HARD-SOFT-MEDIUM,"[11, 29]",5673.271406060607
HARD-MEDIUM-SOFT,"[11, 39]",5673.271406060607
MEDIUM-SOFT,[30],5673.281781818181
SOFT-MEDIUM,[27],5673.281781818182
SOFT-MEDIUM-HARD,"[11, 22]",5673.499745454544
MEDIUM-SOFT-HARD,"[11, 22]",5673.499745454544
SOFT-HARD-MEDIUM,"[15, 29]",5673.509242424242
SOFT-MEDIUM-HARD,"[15, 43]",5673.509242424242
HARD-SOFT-MEDIUM,"[14, 29]",5673.509242424243
HARD-MEDIUM-SOFT,"[14, 42]",5673.509242424243
SOFT-MEDIUM-HARD,"[10, 36]",5673.516054545454
HARD-SOFT-MEDIUM,"[21, 31]",5673.5160545454555
SOFT-HARD-MEDIUM,"[10, 31]",5673.5160545454555
SOFT-HARD-MEDIUM,"[19, 29]",5673.64203030303
HARD-MEDIUM-SOFT,"[10, 38]",5673.642030303031
HARD-SOFT-MEDIUM,"[10, 29]",5673.642030303032
SOFT-MEDIUM-HARD,"[14, 42]",5674.0384242424225
SOFT-HARD-MEDIUM,"[14, 29]",5674.038424242424
HARD-SOFT-MEDIUM,"[15, 29]",5674.038424242425
HARD-MEDIUM-SOFT,"[15, 43]",5674.038424242425
SOFT-HARD-MEDIUM,"[11, 30]",5674.24326060606
SOFT-MEDIUM-HARD,"[11, 38]",5674.24326060606
HARD-SOFT-MEDIUM,"[19, 30]",5674.243260606062
SOFT-MEDIUM-HARD,"[10, 22]",5674.687090909089
MEDIUM-SOFT-HARD,"[12, 22]",5674.68709090909
SOFT-MEDIUM-HARD,"[13, 41]",5674.792557575756
SOFT-HARD-MEDIUM,"[13, 29]",5674.792557575757
HARD-SOFT-MEDIUM,"[16, 29]",5674.792557575758
HARD-MEDIUM-SOFT,"[16, 44]",5674.792557575759
SOFT-MEDIUM-HARD,"[12, 40]",5675.771642424242
SOFT-HARD-MEDIUM,"[12, 29]",5675.771642424243
HARD-SOFT-MEDIUM,"[17, 29]",5675.7716424242435
SOFT-MEDIUM-HARD,"[10, 37]",5675.802363636362
SOFT-HARD-MEDIUM,"[10, 30]",5675.802363636364
HARD-SOFT-MEDIUM,"[20, 30]",5675.802363636365
SOFT-HARD,[16],5675.926890909091
SOFT-MEDIUM-HARD,"[11, 21]",5676.139224242423
MEDIUM-SOFT-HARD,"[10, 21]",5676.139224242423
MEDIUM-SOFT,[31],5676.483442424243
SOFT-MEDIUM,[26],5676.483442424243
SOFT-HARD-MEDIUM,"[16, 28]",5676.9039999999995
HARD-MEDIUM-SOFT,"[12, 41]",5676.904
HARD-SOFT-MEDIUM,"[12, 28]",5676.904
SOFT-HARD-MEDIUM,"[17, 28]",5676.954836363636
HARD-SOFT-MEDIUM,"[11, 28]",5676.954836363637
HARD-MEDIUM-SOFT,"[11, 40]",5676.954836363638
SOFT-MEDIUM-HARD,"[11, 39]",5676.975678787878
SOFT-HARD-MEDIUM,"[11, 29]",5676.975678787879
HARD-SOFT-MEDIUM,"[18, 29]",5676.9756787878805
SOFT-MEDIUM-HARD,"[15, 44]",5677.078115151515
SOFT-HARD-MEDIUM,"[15, 28]",5677.078115151515
HARD-MEDIUM-SOFT,"[13, 42]",5677.078115151516
HARD-SOFT-MEDIUM,"[13, 28]",5677.078115151516
SOFT-MEDIUM-HARD,"[10, 21]",5677.140690909089
MEDIUM-SOFT-HARD,"[11, 21]",5677.140690909089
SOFT-HARD-MEDIUM,"[18, 28]",5677.230624242424
HARD-SOFT-MEDIUM,"[10, 28]",5677.230624242425
HARD-MEDIUM-SOFT,"[10, 39]",5677.230624242425
SOFT-MEDIUM-HARD,"[14, 43]",5677.47718181818
SOFT-HARD-MEDIUM,"[14, 28]",5677.477181818182
HARD-MEDIUM-SOFT,"[14, 43]",5677.477181818182
HARD-SOFT-MEDIUM,"[14, 28]",5677.4771818181825
SOFT-MEDIUM-HARD,"[13, 42]",5678.101199999999
SOFT-HARD-MEDIUM,"[13, 28]",5678.101199999999
HARD-SOFT-MEDIUM,"[15, 28]",5678.1012
HARD-MEDIUM-SOFT,"[15, 44]",5678.101200000001
SOFT-MEDIUM-HARD,"[10, 38]",5678.404666666666
SOFT-HARD-MEDIUM,"[10, 29]",5678.404666666667
HARD-SOFT-MEDIUM,"[19, 29]",5678.404666666668
SOFT-HARD-MEDIUM,"[12, 28]",5678.950169696969
SOFT-MEDIUM-HARD,"[12, 41]",5678.950169696969
HARD-SOFT-MEDIUM,"[16, 28]",5678.95016969697
MEDIUM-HARD,[23],5679.72106060606
HARD-MEDIUM,[34],5679.721060606063
MEDIUM-HARD,[24],5679.758236363636
HARD-MEDIUM,[33],5679.7582363636375
SOFT-HARD,[15],5679.874345454546
MEDIUM-SOFT-HARD,"[10, 20]",5679.910284848484
SOFT-MEDIUM-HARD,"[10, 20]",5679.910284848484
MEDIUM-SOFT,[32],5679.965818181818
SOFT-MEDIUM,[25],5679.965818181818
MEDIUM-HARD,[22],5679.999878787878
HARD-MEDIUM,[35],5679.999878787879
SOFT-MEDIUM-HARD,"[11, 40]",5680.02409090909
SOFT-HARD-MEDIUM,"[11, 28]",5680.024090909091
HARD-SOFT-MEDIUM,"[17, 28]",5680.024090909092
MEDIUM-HARD,[25],5680.111406060605
HARD-MEDIUM,[32],5680.111406060607
MEDIUM-HARD,[21],5680.59469090909
HARD-MEDIUM,[36],5680.594690909092
MEDIUM-HARD,[26],5680.780569696968
HARD-MEDIUM,[31],5680.780569696971
SOFT-HARD-MEDIUM,"[16, 27]",5680.918981818181
HARD-SOFT-MEDIUM,"[11, 27]",5680.918981818182
HARD-MEDIUM-SOFT,"[11, 41]",5680.918981818182
SOFT-HARD-MEDIUM,"[15, 27]",5680.962981818181
HARD-SOFT-MEDIUM,"[12, 27]",5680.962981818182
HARD-MEDIUM-SOFT,"[12, 42]",5680.962981818183
SOFT-HARD-MEDIUM,"[17, 27]",5681.099933333333
HARD-SOFT-MEDIUM,"[10, 27]",5681.099933333334
HARD-MEDIUM-SOFT,"[10, 40]",5681.099933333334
SOFT-MEDIUM-HARD,"[14, 44]",5681.231933333332
SOFT-HARD-MEDIUM,"[14, 27]",5681.231933333333
HARD-MEDIUM-SOFT,"[13, 43]",5681.2319333333335
HARD-SOFT-MEDIUM,"[13, 27]",5681.231933333334
SOFT-MEDIUM-HARD,"[10, 39]",5681.322963636362
SOFT-HARD-MEDIUM,"[10, 28]",5681.322963636364
HARD-SOFT-MEDIUM,"[18, 28]",5681.322963636365
MEDIUM-HARD,[20],5681.505496969697
HARD-MEDIUM,[37],5681.5054969696985
SOFT-MEDIUM-HARD,"[13, 43]",5681.725836363636
SOFT-HARD-MEDIUM,"[13, 27]",5681.725836363636
HARD-SOFT-MEDIUM,"[14, 27]",5681.7258363636365
HARD-MEDIUM-SOFT,"[14, 44]",5681.7258363636365
MEDIUM-HARD,[27],5681.7657272727265
HARD-MEDIUM,[30],5681.765727272728
SOFT-HARD-MEDIUM,"[12, 27]",5682.44469090909
SOFT-MEDIUM-HARD,"[12, 42]",5682.44469090909
HARD-SOFT-MEDIUM,"[15, 27]",5682.444690909091
MEDIUM-HARD,[19],5682.732296969696
HARD-MEDIUM,[38],5682.732296969698
MEDIUM-HARD,[28],5683.066878787878
HARD-MEDIUM,[29],5683.06687878788
SOFT-MEDIUM-HARD,"[11, 41]",5683.388496969696
SOFT-HARD-MEDIUM,"[11, 27]",5683.3884969696965
HARD-SOFT-MEDIUM,"[16, 27]",5683.388496969697
SOFT-MEDIUM,[24],5683.728909090909
MEDIUM-SOFT,[33],5683.728909090909
SOFT-HARD,[14],5684.046751515151
MEDIUM-HARD,[18],5684.27509090909
HARD-MEDIUM,[39],5684.275090909092
SOFT-MEDIUM-HARD,"[10, 40]",5684.557254545453
SOFT-HARD-MEDIUM,"[10, 27]",5684.557254545454
HARD-SOFT-MEDIUM,"[17, 27]",5684.557254545455
MEDIUM-HARD,[29],5684.684024242423
HARD-MEDIUM,[28],5684.684024242425
SOFT-HARD-MEDIUM,"[15, 26]",5685.163842424242
HARD-SOFT-MEDIUM,"[11, 26]",5685.163842424243
HARD-MEDIUM-SOFT,"[11, 42]",5685.163842424243
SOFT-HARD-MEDIUM,"[16, 26]",5685.249957575757
HARD-SOFT-MEDIUM,"[10, 26]",5685.249957575758
HARD-MEDIUM-SOFT,"[10, 41]",5685.249957575758
SOFT-HARD-MEDIUM,"[14, 26]",5685.302678787879
HARD-SOFT-MEDIUM,"[12, 26]",5685.30267878788
HARD-MEDIUM-SOFT,"[12, 43]",5685.30267878788
SOFT-MEDIUM-HARD,"[13, 44]",5685.666466666667
SOFT-HARD-MEDIUM,"[13, 26]",5685.666466666667
HARD-SOFT-MEDIUM,"[13, 26]",5685.6664666666675
HARD-MEDIUM-SOFT,"[13, 44]",5685.6664666666675
MEDIUM-HARD,[17],5686.1338787878785
SOFT-HARD-MEDIUM,"[12, 26]",5686.255206060606
SOFT-MEDIUM-HARD,"[12, 43]",5686.255206060606
HARD-SOFT-MEDIUM,"[14, 26]",5686.255206060607
MEDIUM-HARD,[30],5686.617163636362
HARD-MEDIUM,[27],5686.617163636364
SOFT-MEDIUM-HARD,"[11, 42]",5687.068896969696
SOFT-HARD-MEDIUM,"[11, 26]",5687.068896969697
HARD-SOFT-MEDIUM,"[15, 26]",5687.068896969698
MEDIUM-SOFT,[34],5687.7727151515155
SOFT-MEDIUM,[23],5687.772715151516
SOFT-MEDIUM-HARD,"[10, 41]",5688.107539393938
SOFT-HARD-MEDIUM,"[10, 26]",5688.10753939394
HARD-SOFT-MEDIUM,"[16, 26]",5688.10753939394
MEDIUM-HARD,[16],5688.308660606061
SOFT-HARD,[13],5688.444109090909
MEDIUM-HARD,[31],5688.866296969695
HARD-MEDIUM,[26],5688.866296969698
SOFT-HARD-MEDIUM,"[15, 25]",5689.680696969696
HARD-MEDIUM-SOFT,"[10, 42]",5689.680696969697
HARD-SOFT-MEDIUM,"[10, 25]",5689.680696969697
SOFT-HARD-MEDIUM,"[14, 25]",5689.689418181817
HARD-MEDIUM-SOFT,"[11, 43]",5689.689418181818
HARD-SOFT-MEDIUM,"[11, 25]",5689.689418181818
SOFT-HARD-MEDIUM,"[13, 25]",5689.92309090909
HARD-SOFT-MEDIUM,"[12, 25]",5689.923090909091
HARD-MEDIUM-SOFT,"[12, 44]",5689.923090909092
SOFT-HARD-MEDIUM,"[12, 25]",5690.381715151514
SOFT-MEDIUM-HARD,"[12, 44]",5690.381715151515
HARD-SOFT-MEDIUM,"[13, 25]",5690.381715151515
MEDIUM-HARD,[15],5690.799436363636
SOFT-MEDIUM-HARD,"[11, 43]",5691.0652909090895
HARD-SOFT-MEDIUM,"[14, 25]",5691.06529090909
SOFT-HARD-MEDIUM,"[11, 25]",5691.06529090909
MEDIUM-HARD,[32],5691.431424242423
HARD-MEDIUM,[25],5691.431424242424
SOFT-MEDIUM-HARD,"[10, 42]",5691.973818181817
HARD-SOFT-MEDIUM,"[15, 25]",5691.9738181818175
SOFT-HARD-MEDIUM,"[10, 25]",5691.9738181818175
SOFT-MEDIUM,[22],5692.0972363636365
MEDIUM-SOFT,[35],5692.097236363637
SOFT-HARD,[12],5693.066418181818
MEDIUM-HARD,[14],5693.606206060606
MEDIUM-HARD,[33],5694.312545454544
HARD-MEDIUM,[24],5694.312545454546
HARD-MEDIUM-SOFT,"[10, 43]",5694.392151515151
SOFT-HARD-MEDIUM,"[14, 24]",5694.392151515151
HARD-SOFT-MEDIUM,"[10, 24]",5694.392151515152
SOFT-HARD-MEDIUM,"[13, 24]",5694.495709090908
HARD-MEDIUM-SOFT,"[11, 44]",5694.495709090909
HARD-SOFT-MEDIUM,"[11, 24]",5694.495709090909
SOFT-HARD-MEDIUM,"[12, 24]",5694.824218181818
HARD-SOFT-MEDIUM,"[12, 24]",5694.824218181819
SOFT-MEDIUM-HARD,"[11, 44]",5695.377678787878
SOFT-HARD-MEDIUM,"[11, 24]",5695.377678787879
HARD-SOFT-MEDIUM,"[13, 24]",5695.37767878788
SOFT-MEDIUM-HARD,"[10, 43]",5696.1560909090895
HARD-SOFT-MEDIUM,"[14, 24]",5696.156090909091
SOFT-HARD-MEDIUM,"[10, 24]",5696.156090909091
SOFT-MEDIUM,[21],5696.702472727273
MEDIUM-SOFT,[36],5696.702472727273
MEDIUM-HARD,[13],5696.72896969697
MEDIUM-HARD,[34],5697.50966060606
HARD-MEDIUM,[23],5697.509660606062
SOFT-HARD,[11],5697.91367878788
SOFT-HARD-MEDIUM,"[13, 23]",5699.384321212122
HARD-MEDIUM-SOFT,"[10, 44]",5699.384321212122
HARD-SOFT-MEDIUM,"[10, 23]",5699.384321212123
HARD-SOFT-MEDIUM,"[11, 23]",5699.582715151516
SOFT-HARD-MEDIUM,"[12, 23]",5699.582715151516
HARD-SOFT-MEDIUM,"[12, 23]",5700.0060606060615
SOFT-HARD-MEDIUM,"[11, 23]",5700.0060606060615
MEDIUM-HARD,[12],5700.167727272728
SOFT-MEDIUM-HARD,"[10, 44]",5700.654357575757
HARD-SOFT-MEDIUM,"[13, 23]",5700.654357575759
SOFT-HARD-MEDIUM,"[10, 23]",5700.654357575759
MEDIUM-HARD,[35],5701.022769696969
HARD-MEDIUM,[22],5701.0227696969705
MEDIUM-SOFT,[37],5701.588424242424
SOFT-MEDIUM,[20],5701.588424242425
SOFT-HARD,[10],5702.985890909092
MEDIUM-HARD,[11],5703.922478787879
SOFT-HARD-MEDIUM,"[12, 22]",5704.657206060606
HARD-SOFT-MEDIUM,"[10, 22]",5704.657206060607
MEDIUM-HARD,[36],5704.851872727272
HARD-MEDIUM,[21],5704.851872727274
SOFT-HARD-MEDIUM,"[11, 22]",5704.950436363636
HARD-SOFT-MEDIUM,"[11, 22]",5704.950436363637
SOFT-HARD-MEDIUM,"[10, 22]",5705.468618181819
HARD-SOFT-MEDIUM,"[12, 22]",5705.468618181819
SOFT-MEDIUM,[19],5706.755090909091
MEDIUM-SOFT,[38],5706.755090909091
MEDIUM-HARD,[10],5707.993224242425
MEDIUM-HARD,[37],5708.996969696968
HARD-MEDIUM,[20],5708.996969696972
SOFT-HARD-MEDIUM,"[11, 21]",5710.210806060606
HARD-SOFT-MEDIUM,"[10, 21]",5710.210806060607
SOFT-HARD-MEDIUM,"[10, 21]",5710.598872727273
HARD-SOFT-MEDIUM,"[11, 21]",5710.598872727273
SOFT-MEDIUM,[18],5712.202472727274
MEDIUM-SOFT,[39],5712.202472727274
MEDIUM-HARD,[38],5713.45806060606
HARD-MEDIUM,[19],5713.458060606062
SOFT-HARD-MEDIUM,"[10, 20]",5716.0451212121225
HARD-SOFT-MEDIUM,"[10, 20]",5716.0451212121225
SOFT-MEDIUM,[17],5717.93056969697
MEDIUM-HARD,[39],5718.235145454544
HARD-MEDIUM,[18],5718.235145454547
HARD-MEDIUM,[17],5723.328224242426
SOFT-MEDIUM,[16],5723.9393818181825
HARD-MEDIUM,[16],5728.737296969698
SOFT-MEDIUM,[15],5730.22890909091
HARD-MEDIUM,[15],5734.462363636365
SOFT-MEDIUM,[14],5736.799151515151
HARD-MEDIUM,[14],5740.503424242424
SOFT-MEDIUM,[13],5743.65010909091
HARD-MEDIUM,[13],5746.860478787879
SOFT-MEDIUM,[12],5750.781781818183
HARD-MEDIUM,[12],5753.533527272729
